     462 ORACLE 0x017CC = 0x00000000
     463 WR     0x017CC = 0x00000020
     464 WR     0x00754 = 0x0181432F
     465 WR     0x00758 = 0x401B4A87
     466 WR     0x0075C = 0x02D51434
     467 WR     0x00770 = 0x00008001
     468 ORACLE 0x007A8 = 0x00000000
     469 WR     0x007A8 = 0x00100000
     470 ORACLE 0x0079C = 0x00000000
     471 WR     0x0079C = 0x00108000
     472 ORACLE 0x06500 = 0x00000000
     473 WR     0x06500 = 0x00010000
     474 ORACLE 0x007A8 = 0x00100000
     475 WR     0x007A8 = 0x00100000
     476 ORACLE 0x0079C = 0x00108000
     477 WR     0x0079C = 0x00108080
     478 ORACLE 0x060D0 = 0x00000000
     479 WR     0x060D0 = 0x00000008
     480 ORACLE 0x0641C = 0x007F0000
     481 WR     0x0641C = 0x007F0000
     482 WR     0x00000 = 0x000065D0
     483 ORACLE 0x00004 = 0x00000000
     484 WR     0x00004 = 0x00000000
     485 ORACLE 0x00004 = 0x00000000
     486 WR     0x00004 = 0x00000000
     487 ORACLE 0x060EC = 0x00000000
     488 WR     0x060EC = 0x00002829
     489 ORACLE 0x060DC = 0x00000002
     490 WR     0x060DC = 0x010E0002
     491 ORACLE 0x060DC = 0x010E0002
     492 WR     0x060DC = 0x010E0002
     493 WR     0x060E0 = 0x30000000
     494 ORACLE 0x060D4 = 0x00000000
     495 WR     0x060D4 = 0x00000002
     496 ORACLE 0x060E4 = 0x00000000
     497 WR     0x060E4 = 0x00010000
     498 ORACLE 0x060E4 = 0x00010000
     499 WR     0x060E4 = 0x00013100
     500 ORACLE 0x060E4 = 0x00013100
     501 WR     0x060E4 = 0x00023100
     502 WR     0x060E8 = 0x80008000
     503 WR     0x060E8 = 0x8001D400
     504 WR     0x060E8 = 0x80022C00
     505 WR     0x060E8 = 0x80030000
     506 ORACLE 0x060D0 = 0x00000008
     507 WR     0x060D0 = 0x00000009
     508 POLL   0x060D8 = 0x00000010
     515 ORACLE 0x060D4 = 0x00000000
     516 WR     0x060D4 = 0x00000002
     517 ORACLE 0x060D4 = 0x00000000
     518 WR     0x060D4 = 0x00000002
     519 ORACLE 0x060D0 = 0x00000008
     520 WR     0x060D0 = 0x00000002
     521 ORACLE 0x060D0 = 0x00000002
     522 WR     0x060D0 = 0x00000000
     523 ORACLE 0x060EC = 0x00002829
     524 WR     0x060EC = 0x00000000
     525 ORACLE 0x060D0 = 0x00000000
     526 WR     0x060D0 = 0x00000008
     527 ORACLE 0x0641C = 0x007F0000
     528 WR     0x0641C = 0x007F0000
     529 WR     0x00000 = 0x000065D0
     530 ORACLE 0x00004 = 0x00000000
     531 WR     0x00004 = 0x00000000
     532 ORACLE 0x00004 = 0x00000000
     533 WR     0x00004 = 0x00000000
     534 ORACLE 0x060EC = 0x00000000
